row_index,category,rule_hint,source_text,target_text,candidate_source,candidate_replacement,edit_type,rule_id,score,threshold,selected,threshold_passed,validator_status,validator_reason,is_expected,is_expected_v2
198,dataset_context_tak_zhe,context_tak_zhe,Редактор поступил также как автор. Утром аналитик проверил заявку.,Редактор поступил так же как автор. Утром аналитик проверил заявку.,также,так же,split_join,context_tak_zhe,0.3466593325138092,0.95,False,False,,,True,True
199,dataset_context_tak_zhe,context_tak_zhe,Редактор поступил также как автор. После проверки список закрыли.,Редактор поступил так же как автор. После проверки список закрыли.,также,так же,split_join,context_tak_zhe,0.350440502166748,0.95,False,False,,,True,True
200,dataset_context_tak_zhe,context_tak_zhe,Команда решила также как комиссия. Вечером юрист сверил договор.,Команда решила так же как комиссия. Вечером юрист сверил договор.,также,так же,split_join,context_tak_zhe,0.4195065498352051,0.95,False,False,,,True,True
201,dataset_context_to_zhe,context_to_zhe,Редактор тоже замечание оставил в тексте. Вечером автор проверил таблицу.,Редактор то же замечание оставил в тексте. Вечером автор проверил таблицу.,тоже,то же,split_join,context_to_zhe,0.8143372535705566,0.95,False,False,,,True,True
202,dataset_context_to_zhe,context_to_zhe,Он тоже задание отправил вечером. Утром группа приняла решение.,Он то же задание отправил вечером. Утром группа приняла решение.,тоже,то же,split_join,context_to_zhe,0.8187020421028137,0.95,False,False,,,True,True
203,dataset_context_to_zhe,context_to_zhe,Он тоже задание отправил вечером. После проверки комиссия отправила ответ.,Он то же задание отправил вечером. После проверки комиссия отправила ответ.,тоже,то же,split_join,context_to_zhe,0.8248342275619507,0.95,False,False,,,True,True
204,dataset_context_to_zhe,context_to_zhe,Я тоже упражнение проверил утром. Позже редактор сохранил копию.,Я то же упражнение проверил утром. Позже редактор сохранил копию.,тоже,то же,split_join,context_to_zhe,0.8627481460571289,0.95,False,False,,,True,True
205,dataset_context_to_zhe,context_to_zhe,Я тоже упражнение проверил утром. Утром редакция выпустила заметку.,Я то же упражнение проверил утром. Утром редакция выпустила заметку.,тоже,то же,split_join,context_to_zhe,0.8534399271011353,0.95,False,False,,,True,True
206,dataset_comma_subordinate,comma_subordinate,Отчет задержали потому что вечерний протокол вернули позже. Позже группа обсудила договор.,"Отчет задержали, потому что вечерний протокол вернули позже. Позже группа обсудила договор.",,",",punctuation_insert,comma_subordinate,0.9613168835639954,0.92,True,True,accepted,trusted bounded candidate,True,False
207,dataset_comma_subordinate,comma_subordinate,Проект готов потому что общий график уже согласован. Затем комиссия открыла раздел.,"Проект готов, потому что общий график уже согласован. Затем комиссия открыла раздел.",,",",punctuation_insert,comma_subordinate,0.991894781589508,0.92,True,True,accepted,trusted bounded candidate,True,False
208,dataset_comma_subordinate,comma_subordinate,Команда решила что подготовленный список нужно проверить. Затем секретарь проверил журнал.,"Команда решила, что подготовленный список нужно проверить. Затем секретарь проверил журнал.",,",",punctuation_insert,comma_subordinate,0.9933151602745056,0.92,True,True,accepted,trusted bounded candidate,True,False
209,dataset_comma_subordinate,comma_subordinate,Отчет задержали потому что точный план вернули позже. После проверки руководитель подписал лист.,"Отчет задержали, потому что точный план вернули позже. После проверки руководитель подписал лист.",,",",punctuation_insert,comma_subordinate,0.9721203446388244,0.92,True,True,accepted,trusted bounded candidate,True,False
210,dataset_comma_subordinate,comma_subordinate,Редактор заметил что вечерний протокол изменился утром. Утром эксперт прочитал письмо.,"Редактор заметил, что вечерний протокол изменился утром. Утром эксперт прочитал письмо.",,",",punctuation_insert,comma_subordinate,0.9851592183113098,0.92,True,True,accepted,trusted bounded candidate,True,False
211,dataset_comma_subordinate,comma_subordinate,Команда решила что финальный список нужно проверить. Вечером руководитель принял правки.,"Команда решила, что финальный список нужно проверить. Вечером руководитель принял правки.",,",",punctuation_insert,comma_subordinate,0.9949576258659364,0.92,True,True,accepted,trusted bounded candidate,True,False
212,dataset_comma_conjunction,comma_conjunction,Автор торопился зато общий график сохранили вовремя. Утром аналитик сохранил отчет.,"Автор торопился, зато общий график сохранили вовремя. Утром аналитик сохранил отчет.",,",",punctuation_insert,comma_conjunction,0.98671293258667,0.995,False,False,,,True,False
212,dataset_comma_conjunction,comma_conjunction,Автор торопился зато общий график сохранили вовремя. Утром аналитик сохранил отчет.,"Автор торопился, зато общий график сохранили вовремя. Утром аналитик сохранил отчет.",зато,за то,split_join,context_za_to,0.3188439309597015,0.95,False,False,,,False,False
212,dataset_comma_conjunction,comma_conjunction,Автор торопился зато общий график сохранили вовремя. Утром аналитик сохранил отчет.,"Автор торопился, зато общий график сохранили вовремя. Утром аналитик сохранил отчет.",зато,за то,split_join,context_za_to,0.5951640605926514,0.95,False,False,,,False,False
213,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Утром комиссия вернулась к письму.,"План простой, зато надежный. Утром комиссия вернулась к письму.",,",",punctuation_insert,comma_conjunction,0.9938604831695556,0.995,False,False,,,True,False
213,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Утром комиссия вернулась к письму.,"План простой, зато надежный. Утром комиссия вернулась к письму.",зато,за то,split_join,context_za_to,0.5538953542709351,0.95,False,False,,,False,False
213,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Утром комиссия вернулась к письму.,"План простой, зато надежный. Утром комиссия вернулась к письму.",зато,за то,split_join,context_za_to,0.5046482086181641,0.95,False,False,,,False,False
214,dataset_comma_conjunction,comma_conjunction,Автор торопился зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.,"Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.",,",",punctuation_insert,comma_conjunction,0.9832491874694824,0.995,False,False,,,True,False
214,dataset_comma_conjunction,comma_conjunction,Автор торопился зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.,"Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.",зато,за то,split_join,context_za_to,0.3718651235103607,0.95,False,False,,,False,False
214,dataset_comma_conjunction,comma_conjunction,Автор торопился зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.,"Автор торопился, зато свежая сводка сохранили вовремя. Утром юрист сохранил справку.",зато,за то,split_join,context_za_to,0.7527322769165039,0.95,False,False,,,False,False
215,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый раздел сохранили вовремя. Позже служба отправила ответ.,"Автор торопился, зато новый раздел сохранили вовремя. Позже служба отправила ответ.",,",",punctuation_insert,comma_conjunction,0.983489990234375,0.995,False,False,,,True,False
215,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый раздел сохранили вовремя. Позже служба отправила ответ.,"Автор торопился, зато новый раздел сохранили вовремя. Позже служба отправила ответ.",зато,за то,split_join,context_za_to,0.3080849647521972,0.95,False,False,,,False,False
215,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый раздел сохранили вовремя. Позже служба отправила ответ.,"Автор торопился, зато новый раздел сохранили вовремя. Позже служба отправила ответ.",зато,за то,split_join,context_za_to,0.5587545037269592,0.95,False,False,,,False,False
216,dataset_comma_conjunction,comma_conjunction,Автор торопился зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.,"Автор торопился, зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.",,",",punctuation_insert,comma_conjunction,0.9875303506851196,0.995,False,False,,,True,False
216,dataset_comma_conjunction,comma_conjunction,Автор торопился зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.,"Автор торопился, зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.",зато,за то,split_join,context_za_to,0.4302931427955627,0.95,False,False,,,False,False
216,dataset_comma_conjunction,comma_conjunction,Автор торопился зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.,"Автор торопился, зато дежурный редактор сохранили вовремя. Вечером эксперт уточнил маршрут.",зато,за то,split_join,context_za_to,0.6545555591583252,0.95,False,False,,,False,False
217,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый документ сохранили вовремя. Позже координатор закрыл заявку.,"Автор торопился, зато новый документ сохранили вовремя. Позже координатор закрыл заявку.",,",",punctuation_insert,comma_conjunction,0.985927939414978,0.995,False,False,,,True,False
217,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый документ сохранили вовремя. Позже координатор закрыл заявку.,"Автор торопился, зато новый документ сохранили вовремя. Позже координатор закрыл заявку.",зато,за то,split_join,context_za_to,0.3300640285015106,0.95,False,False,,,False,False
217,dataset_comma_conjunction,comma_conjunction,Автор торопился зато новый документ сохранили вовремя. Позже координатор закрыл заявку.,"Автор торопился, зато новый документ сохранили вовремя. Позже координатор закрыл заявку.",зато,за то,split_join,context_za_to,0.5806363821029663,0.95,False,False,,,False,False
218,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.",,",",punctuation_insert,comma_conjunction,0.9947721362113952,0.995,False,False,,,True,False
218,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.",зато,за то,split_join,context_za_to,0.4473876655101776,0.95,False,False,,,False,False
218,dataset_comma_conjunction,comma_conjunction,План простой зато надежный. Позже редакция открыла архив.,"План простой, зато надежный. Позже редакция открыла архив.",зато,за то,split_join,context_za_to,0.4450611472129822,0.95,False,False,,,False,False
219,dataset_introductory_comma,introductory_comma,Следовательно плановая встреча нужно сохранить отдельно. Позже координатор закрыл заявку.,"Следовательно, плановая встреча нужно сохранить отдельно. Позже координатор закрыл заявку.",,",",punctuation_insert,introductory_comma,0.9949681162834167,0.97,True,True,accepted,trusted bounded candidate,True,False
220,dataset_introductory_comma,introductory_comma,Возможно подробная справка будет готов утром. Вечером аналитик сверил письмо.,"Возможно, подробная справка будет готов утром. Вечером аналитик сверил письмо.",,",",punctuation_insert,introductory_comma,0.9846462607383728,0.97,True,True,accepted,trusted bounded candidate,True,False
221,dataset_introductory_comma,introductory_comma,Конечно общий график требует проверки. Позже служба отправила ответ.,"Конечно, общий график требует проверки. Позже служба отправила ответ.",,",",punctuation_insert,introductory_comma,0.9921302199363708,0.97,True,True,accepted,trusted bounded candidate,True,False
222,dataset_introductory_comma,introductory_comma,Возможно летняя проверка будет готов утром. Вечером автор проверил таблицу.,"Возможно, летняя проверка будет готов утром. Вечером автор проверил таблицу.",,",",punctuation_insert,introductory_comma,0.9903389811515808,0.97,True,True,accepted,trusted bounded candidate,True,False
223,dataset_introductory_comma,introductory_comma,Кажется северный филиал уже лежит в архиве. Затем аналитик обновил запись.,"Кажется, северный филиал уже лежит в архиве. Затем аналитик обновил запись.",,",",punctuation_insert,introductory_comma,0.9798953533172609,0.97,True,True,accepted,trusted bounded candidate,True,False
224,dataset_introductory_comma,introductory_comma,Кажется финальный список уже лежит в архиве. Вечером юрист сверил договор.,"Кажется, финальный список уже лежит в архиве. Вечером юрист сверил договор.",,",",punctuation_insert,introductory_comma,0.9870848059654236,0.97,True,True,accepted,trusted bounded candidate,True,False
225,dataset_introductory_comma,introductory_comma,Например обновленный журнал можно отправить завтра. Утром автор закрыл вопрос.,"Например, обновленный журнал можно отправить завтра. Утром автор закрыл вопрос.",,",",punctuation_insert,introductory_comma,0.9897758960723876,0.97,True,True,accepted,trusted bounded candidate,True,False
226,dataset_introductory_comma,introductory_comma,Конечно новый документ требует проверки. Утром секретарь открыл папку.,"Конечно, новый документ требует проверки. Утром секретарь открыл папку.",,",",punctuation_insert,introductory_comma,0.9877339601516724,0.97,True,True,accepted,trusted bounded candidate,True,False
227,dataset_homogeneous_comma,homogeneous_comma,В списке есть и подписи и сроки. Вечером комиссия закрыла вопрос.,"В списке есть и подписи, и сроки. Вечером комиссия закрыла вопрос.",,",",punctuation_insert,homogeneous_comma,0.9866705536842346,0.9,True,True,accepted,trusted bounded candidate,True,False
228,dataset_homogeneous_comma,homogeneous_comma,Команда открыла и таблицу и сводку. Утром служба приняла заявку.,"Команда открыла и таблицу, и сводку. Утром служба приняла заявку.",,",",punctuation_insert,homogeneous_comma,0.9842411875724792,0.9,True,True,accepted,trusted bounded candidate,True,False
229,dataset_homogeneous_comma,homogeneous_comma,Команда открыла и таблицу и сводку. Позже редактор сверил список.,"Команда открыла и таблицу, и сводку. Позже редактор сверил список.",,",",punctuation_insert,homogeneous_comma,0.9866264462471008,0.9,True,True,accepted,trusted bounded candidate,True,False
230,dataset_homogeneous_comma,homogeneous_comma,Команда открыла и таблицу и сводку. После проверки аналитик принял сводку.,"Команда открыла и таблицу, и сводку. После проверки аналитик принял сводку.",,",",punctuation_insert,homogeneous_comma,0.9813750982284546,0.9,True,True,accepted,trusted bounded candidate,True,False
231,dataset_homogeneous_comma,homogeneous_comma,Команда открыла и таблицу и сводку. Затем аналитик обновил запись.,"Команда открыла и таблицу, и сводку. Затем аналитик обновил запись.",,",",punctuation_insert,homogeneous_comma,0.9844628572463988,0.9,True,True,accepted,trusted bounded candidate,True,False
232,dataset_homogeneous_comma,homogeneous_comma,Команда открыла и таблицу и сводку. Вечером секретарь отправил письмо.,"Команда открыла и таблицу, и сводку. Вечером секретарь отправил письмо.",,",",punctuation_insert,homogeneous_comma,0.983107566833496,0.9,True,True,accepted,trusted bounded candidate,True,False
233,dataset_homogeneous_comma,homogeneous_comma,В архиве лежали и договоры и счета. Вечером группа обновила запись.,"В архиве лежали и договоры, и счета. Вечером группа обновила запись.",,",",punctuation_insert,homogeneous_comma,0.9843502044677734,0.9,True,True,accepted,trusted bounded candidate,True,False
237,clean_identity,clean_identity,В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,также,так же,split_join,context_tak_zhe,0.2691539227962494,0.95,False,False,,,False,False
237,clean_identity,clean_identity,В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,В документе также указывается на возможность новой угрозы в этих регионах в связи с недавними испытаниями ракет в Индии и Пакистане.,недавними,не давними,split_join,ne_adjective,0.5450611114501953,0.99995,False,False,,,False,False
248,clean_identity,clean_identity,Он будет возглавлять КФОР вплоть до весны будущего года.,Он будет возглавлять КФОР вплоть до весны будущего года.,КФОР,Фор,spelling,extra_letter_candidate,0.413836807012558,0.95,False,False,,,False,False
248,clean_identity,clean_identity,Он будет возглавлять КФОР вплоть до весны будущего года.,Он будет возглавлять КФОР вплоть до весны будущего года.,КФОР,Кофр,spelling,swapped_letters_candidate,0.3302344381809234,0.84,False,False,,,False,False
250,clean_identity,clean_identity,"По его словам, оперативная информация о положении в районе чечено-дагестанской административной границы поступает к нему непрерывно.","По его словам, оперативная информация о положении в районе чечено-дагестанской административной границы поступает к нему непрерывно.",непрерывно,не прерывно,split_join,ne_adjective,0.5194799304008484,0.99995,False,False,,,False,False
252,clean_identity,clean_identity,Однако эксперты не вправе осуществлять непосредственную проверку операций Центробанка.,Однако эксперты не вправе осуществлять непосредственную проверку операций Центробанка.,непосредственную,не посредственную,split_join,ne_adjective,0.878557562828064,0.99995,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",цыган,циган,spelling,pattern_цы_ци,0.9843248128890992,0.92,True,True,rejected,known_source_lexical_guard,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",несмотря на,не смотря на,split_join,context_nesmotrya,0.8857118487358093,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",несмотря,не смотря,split_join,context_nesmotrya,0.0672457963228225,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",миртворцев,миротворце,spelling,dictionary_fuzzy,0.3983660638332367,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",миртворцев,миротворцев,spelling,missing_letter_candidate,0.3858729004859924,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",циган,цыган,spelling,cy_exception,0.3981915712356567,0.58,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",несмотря на,не смотря на,split_join,context_nesmotrya,0.9078996777534484,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",несмотря,не смотря,split_join,context_nesmotrya,0.0761764422059059,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",миртворцев,миротворце,spelling,dictionary_fuzzy,0.3911789953708648,0.95,False,False,,,False,False
254,clean_identity,clean_identity,"Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.","Нападения албанцев на сербов и цыган не прекращаются, несмотря на присутствие миртворцев.",миртворцев,миротворцев,spelling,missing_letter_candidate,0.3787692487239837,0.95,False,False,,,False,False
255,clean_identity,clean_identity,"У людей нет уверенности в том, что это не повторится.","У людей нет уверенности в том, что это не повторится.",повторится,повториться,spelling,tsya_soft_insert,0.6641880869865417,0.995,False,False,,,False,False
259,clean_identity,clean_identity,Во всех православных храмах сегодня будут совершены панихиды по погибшим от взрывов жилых домов в Москве и Буйнакске.,Во всех православных храмах сегодня будут совершены панихиды по погибшим от взрывов жилых домов в Москве и Буйнакске.,совершены,совершенны,spelling,n_nn_short_form,0.6763002276420593,0.99995,False,False,,,False,False
260,clean_identity,clean_identity,Ураган Флойд: погибло 17 человек Тропический ураган Флойд пронесся почти по всему восточному побережью США.,Ураган Флойд: погибло 17 человек Тропический ураган Флойд пронесся почти по всему восточному побережью США.,по всему,по-всему,hyphen,hyphen_po_adverbs,0.8840396404266357,0.88,True,True,rejected,unsafe_hyphen_po_adverb,False,False
263,clean_identity,clean_identity,"Он также сообщил, что сегодня ночьюустановлены и задержаны те, кто привозил взрывчатку в Москвупод видом сахарного песка.","Он также сообщил, что сегодня ночьюустановлены и задержаны те, кто привозил взрывчатку в Москвупод видом сахарного песка.",также,так же,split_join,context_tak_zhe,0.3222293257713318,0.95,False,False,,,False,False
264,clean_identity,clean_identity,Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,Политики вынуждены реагировать на скандальные публикации с нападками на российскую финансовую систему.,вынуждены,вынужденны,spelling,n_nn_short_form,0.372977465391159,0.99995,False,False,,,False,False
265,clean_identity,clean_identity,"В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.","В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.",Эдвардс,Эдварда,spelling,keyboard_typo_candidate,0.7220186591148376,0.95,False,False,,,False,False
265,clean_identity,clean_identity,"В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.","В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.",Эдвардс,Эдварды,spelling,keyboard_typo_candidate,0.4514883160591125,0.95,False,False,,,False,False
265,clean_identity,clean_identity,"В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.","В качестве обвиняемых названы три физических лица - Петр Берлин, Люси (Людмила) Эдвардс и Алексей Волков, а также три компании - Benex, BECS International и Torfinex.",также,так же,split_join,context_tak_zhe,0.1194703504443168,0.95,False,False,,,False,False
266,clean_identity,clean_identity,"Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.","Кроме того, по словам Волокитина, Гостелеком совместно с Министерством торговли РФ работают над программой по электронной торговле.",Гостелеком,Ростелеком,spelling,keyboard_typo_candidate,0.9760825037956238,0.95,True,True,rejected,protected_lexical_guard,False,False
270,clean_hard_negative,clean_identity_hard_negative,"Тем не менее они позаботились, чтобы круг участников виртуальных выборов не ограничивался постоянными читателями электронной версии НГ.","Тем не менее они позаботились, чтобы круг участников виртуальных выборов не ограничивался постоянными читателями электронной версии НГ.",чтобы,что бы,split_join,context_chto_by,0.7409282922744751,0.95,False,False,,,False,False
272,clean_hard_negative,clean_identity_hard_negative,Вчера в результате ожесточенного боя ими была выведена из строя боевая машина пехоты федеральных сил.,Вчера в результате ожесточенного боя ими была выведена из строя боевая машина пехоты федеральных сил.,машина,машинна,spelling,n_nn_short_form,0.391975998878479,0.99995,False,False,,,False,False
273,clean_hard_negative,clean_identity_hard_negative,"Многие дома покрылись трещинами, некоторые опасно накренились.","Многие дома покрылись трещинами, некоторые опасно накренились.",некоторые,не которые,split_join,ne_adjective,0.0901203602552414,0.99995,False,False,,,False,False
275,clean_hard_negative,clean_identity_hard_negative,Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,Шиндлеру,Шиллеру,spelling,dictionary_fuzzy,0.8108149766921997,0.95,False,False,,,False,False
275,clean_hard_negative,clean_identity_hard_negative,Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,Принадлежавшие Шиндлеру бумаги хранились в большом сером чемодане.,большом,большем,spelling,pattern_шо_ше,0.8730513453483582,0.92,False,False,,,False,False
277,clean_hard_negative,clean_identity_hard_negative,Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,Папон,Попон,spelling,dictionary_fuzzy,0.3482780158519745,0.95,False,False,,,False,False
277,clean_hard_negative,clean_identity_hard_negative,Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,Папон был приговорен 2 апреля 1998 года к 10 годам тюремного заключения.,Папон,Папин,spelling,dictionary_fuzzy,0.2782489359378814,0.95,False,False,,,False,False
279,clean_hard_negative,clean_identity_hard_negative,Несколько фолиантов украдены из других европейских библиотек.,Несколько фолиантов украдены из других европейских библиотек.,Несколько,Не сколько,split_join,ne_adverb,0.6941161751747131,0.99995,False,False,,,False,False
280,clean_hard_negative,clean_identity_hard_negative,"И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.","И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.",,",",punctuation_insert,comma_subordinate,0.0345938168466091,0.92,False,False,,,False,False
280,clean_hard_negative,clean_identity_hard_negative,"И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.","И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.",обнаружится,обнаружиться,spelling,tsya_soft_insert,0.7024860382080078,0.995,False,False,,,False,False
280,clean_hard_negative,clean_identity_hard_negative,"И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.","И если по результатам этой проверки обнаружится, что кандидаты представили недостоверные сведения, то им может быть отказано в регистрации, пояснил он.",недостоверные,не достоверные,split_join,ne_adjective,0.5867528319358826,0.99995,False,False,,,False,False
281,clean_hard_negative,clean_identity_hard_negative,"В это время перерегистрация временно зарегистрированных ""будет столь же жесткой"", заявила начальник Правового управления МВД России.","В это время перерегистрация временно зарегистрированных ""будет столь же жесткой"", заявила начальник Правового управления МВД России.",,—,punctuation_insert,subject_predicate_dash,0.0210191179066896,0.99,False,False,,,False,False
285,clean_hard_negative,clean_identity_hard_negative,"Тем не менее, опасность для жизни пациентки все же неминовала.","Тем не менее, опасность для жизни пациентки все же неминовала.",неминовала,не миновала,split_join,ne_verb,0.1318819969892501,0.95,False,False,,,False,False
286,clean_hard_negative,clean_identity_hard_negative,"Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).","Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).",цена,ценна,spelling,n_nn_short_form,0.1768098771572113,0.99995,False,False,,,False,False
286,clean_hard_negative,clean_identity_hard_negative,"Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).","Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).",несколько,не сколько,split_join,ne_adverb,0.1966637969017028,0.99995,False,False,,,False,False
286,clean_hard_negative,clean_identity_hard_negative,"Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).","Сегодня средняя цена составляет порядка 22-23 долларов, что несколько выше ""оптимального"" уровня, к которому стремится ОПЕК (21 доллар).",стремится,стремиться,spelling,tsya_soft_insert,0.5868732929229736,0.995,False,False,,,False,False
288,clean_hard_negative,clean_identity_hard_negative,"По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия.","По боевым позициям исламистов также вела ""сосредоточенный огонь"" артиллерия.",также,так же,split_join,context_tak_zhe,0.3416701555252075,0.95,False,False,,,False,False
290,clean_hard_negative,clean_identity_hard_negative,"По мнению суда, акция в метро была предпринята для того, чтобы отвлечь внимание полиции от преступной деятельности секты.","По мнению суда, акция в метро была предпринята для того, чтобы отвлечь внимание полиции от преступной деятельности секты.",чтобы,что бы,split_join,context_chto_by,0.2847994565963745,0.95,False,False,,,False,False
